id,speaker,views,tags,,,,,,,,,
1721,Liu Bolin,1296717,"photography,china,politics,identity,global issues,art",,,,,,,,,
1722,Miranda Wang and Jeanny Yao,1190251,"plastic,youth,pollution,oceans,biology,bacteria,science,microbiology,microbes,environment,green,ecology,sanitation",,,,,,,,,
1723,Michael Stevens,191583,"TED-Ed,computers,education,physics,science,humor,technology,Internet",,,,,,,,,
1724,Jennifer Healey,792227,"cars,technology",,,,,,,,,
1725,David Pogue,4799089,"culture,technology",,,,,,,,,
1726,Nilofer Merchant,2650936,"health,business,communication",,,,,,,,,
1727,Taylor Wilson,1509496,"nuclear energy,youth,chemistry,alternative energy,space,invention,physics,energy,innovation,science,engineering,future,sustainability,technology",,,,,,,,,
1728,Rita Pierson,7012569,"education,motivation,children,teaching",,,,,,,,,
1729,SebastiÃ£o Salgado,1545612,"Brazil,photography,activism,environment,global issues",,,,,,,,,
1730,Juan Enriquez,1552177,"TED Brain Trust,social media,culture,security,technology",,,,,,,,,
1731,Ramsey Musallam,2487489,"student,chemistry,education,curiosity,social change,science,teaching,creativity,technology",,,,,,,,,
1732,Geoffrey Canada,1721424,"education,children,business",,,,,,,,,
1733,Angela Lee Duckworth,10946554,"success,education,psychology,business",,,,,,,,,
1734,Pearl Arredondo,1045252,"education,children,teaching",,,,,,,,,
1735,Timothy Bartik,404261,"economics,education,TEDx,culture,business",,,,,,,,,
1736,ShaoLan,2998702,"china,education,language",,,,,,,,,
1737,Malcolm London,1155649,"poetry,education",,,,,,,,,
1738,Ken Robinson,6415742,"testing,student,education,culture,teaching",,,,,,,,,
1739,Bill Gates,2148617,"TED Brain Trust,education,culture,teaching,global issues",,,,,,,,,
1741,Meg Jay,8805853,"youth,goal-setting,culture,aging",,,,,,,,,
1742,Maria Bezaitis,1105966,"sociology,culture,technology,data",,,,,,,,,
1743,Jay Silver,1305076,"toy,invention,creativity,technology",,,,,,,,,
1744,Judy MacDonald Johnston,1453980,"death,culture,aging,humanity,life",,,,,,,,,
1745,Sergey Brin,2012969,"TED Brain Trust,interface design,culture,design,technology",,,,,,,,,
1746,Peter Singer,1502608,"philanthropy,philosophy,social change,global issues",,,,,,,,,
1747,Phil Hansen,2115319,"disability,personal growth,art",,,,,,,,,
1749,Alastair Parvin,1400729,"open-source,architecture,infrastructure,design",,,,,,,,,
1750,Ji-Hae Park,2617500,"live music,music,entertainment,performance,creativity",,,,,,,,,
1751,Hendrik Poinar,935763,"deextinction,anthropology,evolution,TEDx,animals",,,,,,,,,
1752,Paola Antonelli,917746,"gaming,museums,design,art",,,,,,,,,
1753,Jackson Katz,1586427,"yesallwomen,feminism,men,TEDx,violence,women",,,,,,,,,
1754,Alex Laskey,1080787,"behavioral economics,psychology,energy",,,,,,,,,
1755,Lisa Bu,3002340,"literature,library,culture,entertainment,creativity",,,,,,,,,
1756,Andrew Solomon,3943240,"love,mental health,family,disability,culture,children",,,,,,,,,
1757,Anas Aremeyaw Anas,1412099,"corruption,crime,Africa,global issues,journalism",,,,,,,,,
1758,Denise Herzing,1148941,"cognitive science,neuroscience,oceans,computers,intelligence,biology,brain,language,speech,science,animals,communication",,,,,,,,,
1759,Andrew McAfee,2032359,"robots,economics,work",,,,,,,,,
1760,Martin Villeneuve,944002,"economics,film,entertainment,creativity",,,,,,,,,
1761,Al Vernacchio,1807610,"sex,culture,food",,,,,,,,,
1762,Rodney Brooks,1337718,"robots,work",,,,,,,,,
1763,Camille Seaman,1568166,"weather,photography,nature,entertainment,TED Fellows",,,,,,,,,
1764,Raffaello D'Andrea,10150826,"robots,drones,technology",,,,,,,,,
1765,George Papandreou,736550,"economics,politics,democracy,Europe,global issues",,,,,,,,,
1766,Daniel Suarez,1904789,"robots,drones,war,entertainment,technology,writing",,,,,,,,,
1767,Manal al-Sharif,1469958,"Islam,cars,feminism,culture,women,global issues,Middle East",,,,,,,,,
1768,Didier Sornette,1331622,"prediction,economics,global issues,business",,,,,,,,,
1769,Paul Pholeros,1321460,"public health,health,TEDx,architecture,design,global issues,sanitation",,,,,,,,,
1770,Juliana Rotich,627304,"Africa,technology,business,TED Fellows",,,,,,,,,
1771,Joseph Kim,2066372,"family,politics,global issues",,,,,,,,,
1772,Lesley Hazleton,1330839,"Islam,faith,culture,religion,global issues,peace",,,,,,,,,
1773,Margaret Heffernan,1512938,"corruption,TEDx,culture,women in business,global issues",,,,,,,,,
1774,Peter Attia,2419049,"obesity,public health,health,health care,medicine,medical research",,,,,,,,,
1776,Bob Mankoff,1135832,"comedy,design,humor,art",,,,,,,,,
1777,Michael Archer,549238,"deextinction,synthetic biology,conservation,paleontology,genetics,DNA,biology,TEDx,activism,innovation,history,science,climate change,environment,animals,biodiversity,life,bioethics",,,,,,,,,
1778,Eric X. Li,2414765,"Asia,china,politics,democracy,global issues,business",,,,,,,,,
1779,Joel Selanikio,678010,"health,TEDx,global issues,technology,data",,,,,,,,,
1780,Gavin Pretor-Pinney,1210342,"weather,photography,nature,beauty",,,,,,,,,
1781,Jinha Lee,1752291,"computers,interface design,virtual reality,design,technology,TED Fellows",,,,,,,,,
1782,Sleepy Man Banjo Boys,4964269,"wunderkind,live music,music,children,entertainment,performance",,,,,,,,,
1783,Mohamed Hijri,612585,"biology,TEDx,food,farming,science,botany,agriculture,ecology,plants",,,,,,,,,
1784,Charmian Gooch,1557626,"corruption,energy,global issues,business",,,,,,,,,
1785,Michael Green,1191914,"architecture,design,materials",,,,,,,,,
1786,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",713218,"animals,technology,Internet",,,,,,,,,
1787,Jack Andraka,4501500,"molecular biology,youth,nanoscale,cancer,disease,health,medicine,medical research,biology,science,Internet",,,,,,,,,
1788,Bernie Krause,1003745,"sound,animals,nature",,,,,,,,,
1789,Pico Iyer,2993574,"travel,happiness,world cultures,culture,writing",,,,,,,,,
1790,Dong Woo Jang,2269477,"Asia,invention,demo,culture",,,,,,,,,
1791,Chrystia Freeland,1879002,"money,economics,inequality,global issues,business",,,,,,,,,
1792,Tom Thum,7144616,"live music,TEDx,music,creativity",,,,,,,,,
1793,Kate Stone,684397,"design,entertainment,materials,technology",,,,,,,,,
1794,John Searle,1318421,"consciousness,robots,behavioral economics,philosophy,cognitive science,mind,neuroscience,Senses,psychology,self,intelligence,biology,brain,TEDx,religion,humanity,science,identity",,,,,,,,,
1795,Paul Kemp-Robertson,1034454,"advertising,marketing,money,business",,,,,,,,,
1796,Roberto D'Angelo + Francesca Fedeli,1081533,"health care,parenting,children",,,,,,,,,
1797,Tania Luna,1643220,"money,culture",,,,,,,,,
1798,Bastian Schaefer,1098157,"flight,industrial design,transportation,design",,,,,,,,,
1799,Eli Beer,1056925,"health,health care,medicine,peace",,,,,,,,,
1800,Eleanor Longden,3965319,"mental health,health,health care",,,,,,,,,
1801,Julie Taymor,953139,"theater,film,fear,entertainment,creativity",,,,,,,,,
1802,Peter van Manen,779779,"sports,cars,health,medicine,TEDx,children,technology,data",,,,,,,,,
1803,Suzanne Talhouk,1215474,"poetry,education,TEDx,culture,language,politics",,,,,,,,,
1804,Beardyman,2036787,"music,entertainment,creativity,technology",,,,,,,,,
1805,Daniel H. Cohen,1401838,"philosophy,TEDx,culture,language",,,,,,,,,
1806,Jinsop Lee,1448330,"smell,Senses,sight,design,creativity",,,,,,,,,
1807,Saki Mafundikwa,715038,"Africa,culture,language,design,writing",,,,,,,,,
1808,Derek Paravicini and Adam Ockelford,1454400,"Autism spectrum disorder,live music,disability,TEDx,music",,,,,,,,,
1809,Shigeru Ban,1553991,"natural disaster,TEDx,architecture,disaster relief,materials",,,,,,,,,
1810,Russell Foster,6362935,"memory,consciousness,cognitive science,mental health,mind,neuroscience,health,biology,brain,science",,,,,,,,,
1811,Adam Spencer,1985750,"math,humor",,,,,,,,,
1812,May El-Khalil,5167035,"sports,culture,war,violence,global issues",,,,,,,,,
1813,Steve Ramirez and Xu Liu,1037030,"memory,neuroscience,TEDx,animals",,,,,,,,,
1814,Alexa Meade,2661124,"photography,design,creativity,art,painting",,,,,,,,,
1815,Kelly McGonigal,13899111,"body language,health,psychology",,,,,,,,,
1816,George Monbiot,874368,"deextinction,conservation,oceans,activism,science,climate change,environment,sustainability,animals,biodiversity,ecology,community",,,,,,,,,
1817,Jake Barton,769824,"museums,design,collaboration",,,,,,,,,
1818,Ron McCallum,675995,"books,disability,sight,TEDx,choice,design,technology",,,,,,,,,
1819,Sonia Shah,1106942,"insects,disease,history,global issues,big problems",,,,,,,,,
1820,James Lyne,1344698,"finance,crime,technology",,,,,,,,,
1821,Apollo Robbins,14564605,"crime,entertainment",,,,,,,,,
1822,Marla Spivak,2393275,"insects,bees,conservation,pollution,food,history,science,botany,climate change,environment,sustainability,animals,green,biodiversity,garden,agriculture,ecology,plants,big problems",,,,,,,,,
1823,Eric Berlow and Sean Gourley,1073483,"complexity,algorithm,technology,data,TED Fellows",,,,,,,,,
1824,Andras Forgacs,1131150,"molecular biology,synthetic biology,fashion,conservation,medical research,activism,innovation,food,social change,science,future,environment,sustainability,animals,agriculture,bioethics,materials,global issues",,,,,,,,,
1825,Benjamin Barber,711693,"politics,cities,global issues",,,,,,,,,
1826,Elizabeth Loftus,3252266,"memory,morality,crime,cognitive science,mental health,mind,neuroscience,medical research,psychology,brain,sight,science,bioethics",,,,,,,,,
1827,Stuart Firestein,1809242,"student,mind,neuroscience,education,curiosity,science,teaching,humor",,,,,,,,,
1828,James Flynn,2927747,"education,culture",,,,,,,,,
1829,Onora O'Neill,1447850,"philosophy,TEDx,politics,global issues,government",,,,,,,,,
1830,Kevin Breel,2874143,"suicide,youth,depression,mental health,TEDx",,,,,,,,,
1831,Malcolm Gladwell,3061862,"ancient world,war,history,entertainment,storytelling",,,,,,,,,
1832,Kelli Swazey,1524133,"world cultures,death",,,,,,,,,
1833,Amy Webb,6051397,"love,algorithm,culture,technology,data",,,,,,,,,
1834,Fabian Oefner,1771676,"sound,nanoscale,photography,film,demo,science and art,physics,science,microbiology,creativity,art,beauty",,,,,,,,,
1835,Jason Pontin,1500807,"NASA,space,astronomy,technology",,,,,,,,,
1836,Michael Sandel,1650929,"Debate,politics,social change,business",,,,,,,,,
1837,Michael Porter,1522535,"Debate,social change,business,big problems",,,,,,,,,
1838,Janette Sadik-Khan,913765,"transportation,architecture,infrastructure,cities,design",,,,,,,,,
1839,Trita Parsi,733721,"Iran,Foreign Policy,politics,global issues,government,peace,Middle East",,,,,,,,,
1840,Gary Slutkin,729060,"disease,health,medicine,violence",,,,,,,,,
1841,Andrew Fitzgerald,993921,"literature,social media,culture,storytelling,technology,writing",,,,,,,,,
1842,Dambisa Moyo,2033135,"Asia,china,Africa,economics,infrastructure,politics,democracy,global issues",,,,,,,,,
1843,Jeff Speck,1019780,"transportation,culture,cities,design",,,,,,,,,
1845,Molly Stevens,1169577,"molecular biology,synthetic biology,biotech,health,health care,medicine,medical research,biology,biomechanics,science,engineering,future,design,materials,technology",,,,,,,,,
1846,Iwan Baan,1435933,"photography,culture,cities,design,creativity",,,,,,,,,
1847,Amanda Bennett,968915,"health care,death,culture,life",,,,,,,,,
1848,Alessandro Acquisti,1289305,"privacy,social media,policy,technology,business",,,,,,,,,
1849,Hetain Patel,2616540,"dance,performance art,culture,identity,art",,,,,,,,,
1850,Steve Howard,1025979,"culture,sustainability,design,global issues,business",,,,,,,,,
1851,Charles Robertson,1192756,"Africa,economics,global issues,business",,,,,,,,,
1852,Parul Sehgal,2126987,"love,relationships,literature,sex,books,culture,writing",,,,,,,,,
1853,Gian Giudice,1614897,"String theory,dark matter,nanoscale,universe,physics,energy,TEDx,exploration,science",,,,,,,,,
1854,Xavier Vilalta,992053,"Africa,architecture,design,TED Fellows",,,,,,,,,
1855,Mariana Mazzucato,803766,"finance,economics,investment,innovation,women in business,technology,business,government",,,,,,,,,
1856,Abha Dawesar,1229322,"culture,entertainment,storytelling,technology,communication",,,,,,,,,
1857,Holly Morris,1102421,"nuclear energy,disaster relief,adventure",,,,,,,,,
1858,Robin Nagle,1620665,"anthropology,culture,business,sanitation",,,,,,,,,
1859,Rodrigo Canales,2206662,"narcotics,terrorism,innovation,global issues,business",,,,,,,,,
1860,Grégoire Courtine,908587,"cyborg,biotech,neuroscience,health care,medicine,medical research,disability,biology,brain,innovation,science,animals,technology",,,,,,,,,
1861,Mikko Hypponen,1518997,"computers,terrorism,security,global issues,technology,Internet",,,,,,,,,
1862,Arthur Benjamin,4227798,"magic,math,entertainment",,,,,,,,,
1863,Chris Downey,952693,"Senses,sight,urban planning,agriculture,design",,,,,,,,,
1864,Mohamed Ali,1007595,"Africa,innovation,violence,entrepreneur,global issues,peace",,,,,,,,,
1865,Mick Cornett,1500299,"obesity,health,cities",,,,,,,,,
1866,Jane McGonigal,1146649,"gaming,entertainment,performance",,,,,,,,,
1872,Lian Pin Koh,594577,"drones,sustainability,animals,global issues",,,,,,,,,
1873,Stefan Larsson,843946,"public health,health,health care,medical research",,,,,,,,,
1874,Greg Asner,679795,"mining,drones,weather,conservation,map,photography,Africa,visualizations,science,botany,natural resources,climate change,environment,animals,nature,green,biodiversity,trees,ecology,plants,technology",,,,,,,,,
1875,Henry Evans and Chad Jenkins,1196630,"disability,TEDx,culture,technology",,,,,,,,,
1876,Andreas Raptopoulos,983530,"drones,transportation,infrastructure,technology",,,,,,,,,
1877,Jared Diamond,911837,"culture,aging,social change",,,,,,,,,
1878,Peter Doolittle,2002837,"memory,consciousness,productivity,cognitive science,mind,neuroscience,education,psychology,intelligence,brain,science",,,,,,,,,
1879,Suzana Herculano-Houzel,2398489,"Brazil,neuroscience,evolution,brain",,,,,,,,,
1880,David Steindl-Rast,5771021,"faith,happiness,culture",,,,,,,,,
1881,Toby Eccles,913310,"economics,social change,business",,,,,,,,,
1882,Geraldine Hamilton,1493775,"illness,medical research,biology,TEDx",,,,,,,,,
1883,Sally Kohn,1790212,"media,politics,news,entertainment,journalism",,,,,,,,,
1885,David Lang,1216138,"robots,open-source,oceans,exploration,adventure,technology,TED Fellows",,,,,,,,,
1886,Enrique Peñalosa,861970,"Latin America,infrastructure,cities,sustainability,design",,,,,,,,,
1887,Rose George,1414244,"consumerism,transportation,culture",,,,,,,,,
1888,Diébédo Francis Kéré,881422,"Africa,architecture,sustainability",,,,,,,,,
1889,Eddy Cartaya,661152,"TEDYouth,exploration",,,,,,,,,
1890,Boyd Varty,1565226,"Africa,culture,nature",,,,,,,,,
1891,Stephen Cave,2229085,"philosophy,death,TEDx,culture,history,humanity",,,,,,,,,
1892,Toni Griffin,819472,"culture,infrastructure,cities,business",,,,,,,,,
1893,Marco Annunziata,1417308,"economics,infrastructure,technology",,,,,,,,,
1894,Andrew Solomon,6921648,"suicide,depression,mental health,medicine,TEDx,culture",,,,,,,,,
1895,Krista Donaldson,939926,"innovation,design",,,,,,,,,
1896,Diana Nyad,4088964,"extreme sports,goal-setting,culture,aging",,,,,,,,,
1897,Paul Piff,3178351,"behavioral economics,psychology,TEDx",,,,,,,,,
1898,Maysoon Zayid,8633478,"comedy,women,entertainment,humor",,,,,,,,,
1900,Sandra Aamodt,4028144,"obesity,neuroscience,health",,,,,,,,,
1901,Roger Stein,896987,"pharmaceuticals,finance,cancer,medicine,medical research,business",,,,,,,,,
1902,Frederic Kaplan,1180008,"map,books,computers,library,TEDx,history,technology",,,,,,,,,
